SiteNumber,Type,LocationID,EffectiveDate,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCSZ,OwnerPhone,Manager,ManagerAddress,ManagerCSZ,ManagerPhone,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS,ARPMethod,ARPElevation,ARPElevationMethod,MagneticVariation,MagneticVariationYear,TrafficPatternAltitude,ChartName,DistanceFromCBD,DirectionFromCBD,LandAreaCoveredByAirport,BoundaryARTCCID,BoundaryARTCCComputerID,BoundaryARTCCName,ResponsibleARTCCID,ResponsibleARTCCComputerID,ResponsibleARTCCName,TieInFSS,TieInFSSID,TieInFSSName,AirportToFSSPhoneNumber,TieInFSSTollFreeNumber,AlternateFSSID,AlternateFSSName,AlternateFSSTollFreeNumber,NOTAMFacilityID,NOTAMService,ActiviationDate,AirportStatusCode,CertificationTypeDate,FederalAgreements,AirspaceDetermination,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights,InspectionMethod,InspectionGroup,LastInspectionDate,LastOwnerInformationDate,FuelTypes,AirframeRepair,PowerPlantRepair,BottledOxygenType,BulkOxygenType,LightingSchedule,BeaconSchedule,ATCT,UNICOMFrequencies,CTAFFrequency,SegmentedCircle,BeaconColor,NonCommercialLandingFee,MedicalUse,SingleEngineGA,MultiEngineGA,JetEngineGA,HelicoptersGA,GlidersOperational,MilitaryOperational,Ultralights,OperationsCommercial,OperationsCommuter,OperationsAirTaxi,OperationsGALocal,OperationsGAItin,OperationsMilitary,OperationsDate,AirportPositionSource,AirportPositionSourceDate,AirportElevationSource,AirportElevationSourceDate,ContractFuelAvailable,TransientStorage,OtherServices,WindIndicator
50920.*A,AIRPORT,YAK,5/31/12,AAL,NONE,AK,ALASKA,SKAGWAY-YAKUTAT,AK,YAKUTAT,YAKUTAT,PU,PU,ST OF AK DOT SE REG,6860 GLACIER HWY,"JUNEAU, AK 99801-7999",    907-465-1779,ROBERT LEKANOF,BOX 186,"YAKUTAT, AK 99689",    907-784-3293,59-30-11.9000N,214211.9000N,139-39-36.9000W,502776.9000W,E,33,S,23E,2005,,JUNEAU,3,SE,,ZAN,ZAN,ANCHORAGE,,,,,JNU,JUNEAU,907-789-7380,1-800-WX-BRIEF,,,,YAK,Y,3/1/49,O,I B S 03/2005,NGPY,NO OBJECTION,N,N,N,Y,F,F,5032010,,100  A1+,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,123.6,Y,CG,N,,8,,,,,,,726,,5000,3000,10000,300,5/3/10,NGS,00:00.0,NGS,00:00.0,,HGR,CARGO,Y-L
00128.*A,AIRPORT,ANB,5/31/12,ASO,JAN,AL,ALABAMA,CALHOUN,AL,ANNISTON,ANNISTON RGNL,PU,PU,CITY OF ANNISTON,P.O. BOX 2185,"ANNISTON, AL 36202",    256-831-4410,DAVID OTWELL,BOX 2185,"ANNISTON, AL 36202",    256-831-4410,33-35-17.4000N,120917.4000N,085-51-29.2000W,309089.2000W,E,612,S,01W,1990,,ATLANTA,5,SW,596,ZTL,ZCT,ATLANTA,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,ANB,Y,3/1/41,O,I A S 05/1973,NGY,NO OBJECTION,N,N,N,Y,F,F,4082011,,100LLA,MAJOR,MAJOR,HIGH/LOW,,SEE RMK,SS-SR,N,123,123.6,Y,CG,N,,19,12,1,0,,,,51,,4812,8651,15221,4909,12/31/10,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE",AVNCS,Y-L
00164.*A,AIRPORT,BHM,5/31/12,ASO,JAN,AL,ALABAMA,JEFFERSON,AL,BIRMINGHAM,BIRMINGHAM-SHUTTLESWORTH INTL,PU,PU,BIRMINGHAM AIRPORT AUTHORITY,5900 AIRPORT HWY,"BIRMINGHAM, AL 35212",    205-595-0533,AL DENSON,"BIRMINGHAM ARPT AUTH, 5900 AIRPORT HWY","BIRMINGHAM, AL 35212",    205-595-0533,33-33-50.0000N,120830.0000N,086-45-08.3000W,312308.3000W,E,650,S,03W,2010,,ATLANTA,4,NE,2000,ZTL,ZCT,ATLANTA,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,BHM,Y,4/1/40,O,I C S 05/1973,NGPY,NO OBJECTION,N,Y,Y,Y,F,F,4072011,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,77,51,70,4,,14,,29460,,33629,363,41146,5269,12/31/10,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L
00267.*A,AIRPORT,DHN,5/31/12,ASO,JAN,AL,ALABAMA,DALE,AL,DOTHAN,DOTHAN RGNL,PU,PU,DOTHAN-HOUSTON CO ARPT AUTH,800 ARPT DR SUITE 15,"DOTHAN, AL 36303",    334-983-8100,ART MORRIS III,800 ARPT DR SUITE 15,"DOTHAN, AL 36303",    334-983-8100,31-19-15.6764N,112755.6764N,085-26-58.1241W,307618.1241W,E,401,E,03W,2010,,NEW ORLEANS,5,NW,1150,ZJX,ZCJ,JACKSONVILLE,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,DHN,Y,7/1/42,O,I B S 05/1973,NGY3,NOT ANALYZED,N,N,Y,Y,F,F,5102011,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,118.4,Y,CG,N,,47,36,7,1,,,0,2235,,802,11452,19347,48996,12/31/10,OWNER,00:00.0,AVN,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,TOW",Y-L
00385.1*A,AIRPORT,HSV,5/31/12,ASO,JAN,AL,ALABAMA,MADISON,AL,HUNTSVILLE,HUNTSVILLE INTL-CARL T JONES FIELD,PU,PU,HUNTSVILLE MADISON COUNTY,"1000 GLENN HEARN BLVD, BOX 20008, BOX 20008","HUNTSVILLE, AL 35824",    256-772-9395,RICHARD TUCKER,"1000 GLENN HEARN BLVD, BOX 20008, BOX 20008","HUNTSVILLE, AL 35824",    256-772-9395,34-38-13.9000N,124693.9000N,086-46-30.2000W,312390.2000W,E,629,S,01W,1990,,ATLANTA,9,SW,6000,ZME,ZCM,MEMPHIS,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,HSV,Y,5/1/64,O,I C S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,1202012,,100LLA,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,127.6,Y,CG,N,,58,15,2,0,,,0,12664,,20732,5199,14370,27761,10/31/10,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L
00437.*A,AIRPORT,BFM,5/31/12,ASO,JAN,AL,ALABAMA,MOBILE,AL,MOBILE,MOBILE DOWNTOWN,PU,PU,MOBILE AIRPORT AUTHORITY,1891-9TH ST/BROOKLEY COMPLEX,"MOBILE, AL 36615",    251-438-7334,THOMAS G. HUGHES,P O BOX 88004,"MOBILE, AL 36608",    251-639-4683,30-37-36.4000N,110256.4000N,088-04-05.1000W,317045.1000W,E,26,S,01W,2005,,NEW ORLEANS,3,S,1616,ZHU,ZCH,HOUSTON,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,BFM,Y,4/1/40,O,IV A U 01/1980,NGPY,NOT ANALYZED,N,Y,Y,Y,F,F,11082011,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.8,Y,CG,N,,21,6,5,1,,,,2796,,5143,5552,14271,49364,10/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL,SALES",Y-L
00438.*A,AIRPORT,MOB,5/31/12,ASO,JAN,AL,ALABAMA,MOBILE,AL,MOBILE,MOBILE RGNL,PU,PU,MOBILE AIRPORT AUTHORITY,P O BOX 88004,"MOBILE, AL 36608-0004",    251-633-4510,THOMAS G. HUGHES,P O BOX 88004,"MOBILE, AL 36608-0004",    251-639-4684,30-41-29.1000N,110489.1000N,088-14-34.2000W,317674.2000W,E,219,S,01W,2010,,NEW ORLEANS,11,W,1717,ZHU,ZCH,HOUSTON,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,MOB,Y,4/1/42,O,I C S 05/1973,NGRY3,NOT ANALYZED,N,Y,Y,Y,F,F,11102011,,100LLA,MAJOR,MAJOR,LOW,LOW,SEE RMK,SS-SR,Y,122.95,118.3,Y,CG,Y,,32,1,9,0,,36,,1070,,14990,9970,8642,67755,12/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
00447.*A,AIRPORT,MGM,5/31/12,ASO,JAN,AL,ALABAMA,MONTGOMERY,AL,MONTGOMERY,MONTGOMERY RGNL (DANNELLY FIELD),PU,PU,MONTGOMERY AIRPORT AUTHORITY,4445 SELMA HWY,"MONTGOMERY, AL 36108",    334-281-5040,PHIL B. PERRY,4445 SELMA HWY,"MONTGOMERY, AL 36108",    334-281-5040,32-18-02.3000N,116282.3000N,086-23-38.3000W,311018.3000W,E,221,S,01W,1990,,ATLANTA,6,SW,1907,ZTL,ZCT,ATLANTA,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,MGM,Y,6/1/87,O,I B S 05/1973,NGY3,NO OBJECTION,N,Y,Y,Y,F,F,4272011,,100LLA,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,119.7,Y,CG,N,,52,16,9,2,,57,,195,,12515,6767,17155,32510,3/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
00455.*A,AIRPORT,MSL,5/31/12,ASO,JAN,AL,ALABAMA,COLBERT,AL,MUSCLE SHOALS,NORTHWEST ALABAMA RGNL,PU,PU,COLBERT & LAUDERDALE COUNTIES,1729 T. ED CAMPBELL DR SUITE A,"MUSCLE SHOALS, AL 35661-2016",    256-381-2869,MR. BARRY GRIFFITH,1729 T. ED CAMPBELL DR SUITE A,"MUSCLE SHOALS, AL 35661-2016",    256-383-2270,34-44-43.1000N,125083.1000N,087-36-36.8000W,315396.8000W,E,551,S,00E,1985,,ATLANTA,1,E,640,ZME,ZCM,MEMPHIS,,,,,ANB,ANNISTON,,1-800-WX-BRIEF,,,,MSL,Y,4/1/40,O,I A S 05/1973,NGSY3,NO OBJECTION,N,N,N,Y,F,F,1182012,,100LLA,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,123.05,123.05,Y,CG,N,,32,14,6,5,,,,730,,260,24000,18000,1500,11/30/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
00554.*A,AIRPORT,TCL,5/31/12,ASO,JAN,AL,ALABAMA,TUSCALOOSA,AL,TUSCALOOSA,TUSCALOOSA RGNL,PU,PU,CITY OF TUSCALOOSA,P O BOX 2089,"TUSCALOOSA, AL 35403",    205-349-2010,WAYNE CAMERON,"7601 ROBERT CARDINAL ARPT ROAD, SUITE 208","TUSCALOOSA, AL 35401",    205-349-0114,33-13-14.2591N,119594.2591N,087-36-41.0454W,315401.0454W,E,170,S,00E,1990,,ATLANTA,3,NW,724,ZTL,ZCT,ATLANTA,,,,N,ANB,ANNISTON,,1-800-WX-BRIEF,,,,TCL,Y,4/1/40,O,IV A U 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,4052011,,100LLA,MAJOR,MAJOR,NONE,LOW,SEE RMK,SS-SR,Y,122.95,126.3,Y,CG,N,,46,18,6,6,,,,164,,1202,19413,20014,14970,12/31/10,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L
00964.*A,AIRPORT,ELD,5/31/12,ASW,AOK,AR,ARKANSAS,UNION,AR,EL DORADO,SOUTH ARKANSAS RGNL AT GOODWIN FIELD,PU,PU,CITY OF EL DORADO,PO BOX 2170,"EL DORADO, AR 71731",    870-862-7911,GARY HARRELL,418 AIRPORT DR.,"EL DORADO, AR 71730",    870-881-4192,33-13-15.5000N,119595.5000N,092-48-47.8000W,334127.8000W,E,277,S,03E,2000,1000,MEMPHIS,8,W,1540,ZFW,ZCF,FORT WORTH,,,,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,ELD,Y,12/1/44,O,III A S 11/2005,NGY3,NO OBJECTION,N,N,N,Y,S,F,6252008,,100LLA,,,,,SEE RMK,SS-SR,N,123,123,N,CG,N,,13,5,5,,,,,2496,,2920,12000,4000,520,5/30/08,NGS,00:00.0,NGS,00:00.0,,TIE,,Y-L
00975.*A,AIRPORT,FYV,5/31/12,ASW,AOK,AR,ARKANSAS,WASHINGTON,AR,FAYETTEVILLE,DRAKE FIELD,PU,PU,CITY OF FAYETTEVILLE,113 MOUNTAIN ST,"FAYETTEVILLE, AR 72701",    479-575-8330,RAY BOUDREAUX,4500 S SCHOOL SUITE F,"FAYETTEVILLE, AR 72701",    479-718-7642,36-00-18.3000N,129618.3000N,094-10-12.2000W,339012.2000W,E,1252,S,05E,1985,849,KANSAS CITY,3,S,631,ZME,ZCM,MEMPHIS,,,,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,FYV,Y,4/1/40,O,IV A U 11/2005,NGY,NO OBJECTION,N,N,N,Y,F,F,5122011,,100LLA    MOGAS,MINOR,MINOR,,NONE,SEE RMK,SS-SR,Y,122.95,128,N,CG,N,,78,8,7,1,,,,18,,592,11509,15944,796,4/30/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR",Y-L
00975.01*A,AIRPORT,XNA,5/31/12,ASW,AOK,AR,ARKANSAS,BENTON,AR,FAYETTEVILLE/SPRINGDALE/,NORTHWEST ARKANSAS RGNL,PU,PU,NW ARKANSAS RGNL ARPT AUTH.,"1 AIRPORT BLVD, SUITE 100","BENTONVILLE, AR 72712",    479-205-1000,KELLY L JOHNSON,"1 AIRPORT BLVD, SUITE 100","BENTONVILLE, AR 72712",    479-205-1000,36-16-53.6847N,130613.6847N,094-18-27.9584W,339507.9584W,E,1288,S,04E,2000,,KANSAS CITY,15,NW,2184,ZME,ZCM,MEMPHIS,,,,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,XNA,Y,4/1/97,O,I B S 10/1998,NGY,CONDITIONAL,,,,,S,F,11102010,3051997,100LLA,,,,LOW,SEE RMK,SS-SR,Y,,127.1,Y,CG,,,1,3,4,,,,,6060,,25576,859,4281,4478,10/31/10,FAA-EST,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,CHTR",Y-L
00987.*A,AIRPORT,FSM,5/31/12,ASW,AOK,AR,ARKANSAS,SEBASTIAN,AR,FORT SMITH,FORT SMITH RGNL,PU,PU,FORT SMITH ARPT COMMISSION,6700 MCKENNON BLVD SUITE 200,"FORT SMITH, AR 72903",    479-452-7000,JOHN PARKER,6700 MC KENNON BLVD SUITE 200,"FORT SMITH, AR 72903",    479-452-7000,35-20-11.7000N,127211.7000N,094-22-02.8000W,339722.8000W,E,469,S,05E,1990,,MEMPHIS,3,SE,1359,ZME,ZCM,MEMPHIS,,,,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,FSM,Y,7/1/41,O,I B S 05/1973,NGY,NO OBJECTION,N,N,Y,Y,F,F,8012011,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,118.3,Y,CG,N,,54,16,10,1,,21,,1646,,4802,7327,14084,14131,7/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR",Y-L
01023.*A,AIRPORT,HOT,5/31/12,ASW,AOK,AR,ARKANSAS,GARLAND,AR,HOT SPRINGS,MEMORIAL FIELD,PU,PU,CITY OF HOT SPRINGS,PO BOX 700,"HOT SPRINGS, AR 71902",    501-321-6810,GEORGE DOWNIE,525 AIRPORT ROAD,"HOT SPRINGS, AR 71913",    501-321-6750,34-28-40.9000N,124120.9000N,093-05-46.4000W,335146.4000W,E,540,S,04E,1985,,MEMPHIS,3,SW,844,ZME,ZCM,MEMPHIS,,,,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,HOT,Y,4/1/40,O,II A S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,7312011,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123,123,Y,CG,N,,58,41,6,1,,,1,,,1398,5600,27150,375,7/31/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L
01056.*A,AIRPORT,LIT,5/31/12,ASW,AOK,AR,ARKANSAS,PULASKI,AR,LITTLE ROCK,ADAMS FIELD,PU,PU,CITY OF LITTLE ROCK,"ARPT CMSN, NO 1 ARPT DRIVE","LITTLE ROCK, AR 72202",    501-372-3439,RON MATHIEU,"ARPT CMSN, NO 1 ARPT DRIVE","LITTLE ROCK, AR 72202",    501-372-3439,34-43-46.0000N,125026.0000N,092-13-29.2000W,332009.2000W,E,266,S,02E,2000,,MEMPHIS,2,E,2000,ZME,ZCM,MEMPHIS,,,,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,LIT,Y,4/1/40,O,I C S 05/1973,NGPSY3,NO OBJECTION,N,Y,N,Y,F,F,2232012,,100LLA,MAJOR,MAJOR,HIGH,HIGH,SS-SR,SS-SR,Y,122.95,,N,CG,Y,,63,25,47,4,,,,16687,,22965,4090,33735,16032,1/31/12,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L
01188.*A,AIRPORT,TXK,5/31/12,ASW,AOK,AR,ARKANSAS,MILLER,AR,TEXARKANA,TEXARKANA RGNL-WEBB FIELD,PU,PU,TEXARKANA AIRPORT AUTHORITY,201 AIRPORT DR,"TEXARKANA, AR 71854",    870-774-2171,STEPHEN P. LUEBBERT,201 AIRPORT DR,"TEXARKANA, AR 71854",    870-774-2171,33-27-13.4000N,120433.4000N,093-59-27.7000W,338367.7000W,E,390,S,05E,1985,1200,MEMPHIS,3,NE,964,ZFW,ZCF,FORT WORTH,,,,N,JBR,JONESBORO,,1-800-WX-BRIEF,,,,TXK,Y,4/1/40,O,I A S 05/1973,NGPXY3,NO OBJECTION,N,N,N,Y,F,F,8102011,,100LLA,MAJOR,MAJOR,HIGH,,SEE RMK,SS-SR,Y,,123.875,Y,CG,N,,46,10,11,6,1,,,321,,4433,9145,12109,2955,12/31/10,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL,SALES",Y-L
51513.7*A,AIRPORT,FAQ,5/31/12,AWP,HNL,AS,AMERICAN SAMOA,AMERICAN SAMOA,AS,FITIUTA VILLAGE,FITIUTA,PU,PU,AM SAMOA GOVERNMENT,P.O. BOX 1539,"PAGO PAGO, AS 96799",    684-633-4251,TAVITA FUNIMAONO,P.O. BOX 1539,"PAGO PAGO, AS 96799",    684-699-9101,14-12-57.9949S,051177.9949S,169-25-24.7775W,609924.7775W,E,110,E,12E,1990,,GNC 20,0,N,,ZHN,ZHN,HONOLULU CONTROL FACILITY,,,,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,HNL,Y,10/1/90,O,III A S 06/2005,NGY,NO OBJECTION,,,,,F,F,2132012,,,,,,,SEE RMK,SS-SR,N,,122.9,Y,CG,,,0,0,0,0,,,,,,685,65,,,1/31/12,FAA-EST,00:00.0,NGS,00:00.0,,,,Y
51524.1*A,AIRPORT,Z08,5/31/12,AWP,HNL,AS,AMERICAN SAMOA,AMERICAN SAMOA,AS,OFU VILLAGE,OFU,PU,PU,GOVT OF AMERICAN SAMOA,PO BOX 1539,"PAGO PAGO, AS 96799",    684-633-4251,TAVITA FUIMAONO,"GOVT OF AMERICAN SAMOA, PO BOX 1539","PAGO PAGO, AS 96799",    684-699-9101,14-11-03.6620S,051063.6620S,169-40-12.0850W,610812.0850W,E,9,S,12E,1985,,GNC 20,1,SE,18,ZHN,ZHN,HONOLULU CONTROL FACILITY,,,,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,HNL,Y,1/1/75,O,III A S 06/2005,N,NO OBJECTION,N,N,,,S,F,6082007,,,NONE,NONE,,,,,N,,122.9,N,,Y,,0,0,0,0,,,,,,1944,,,,6/8/07,,,,,,,,Y
51525.*A,AIRPORT,PPG,5/31/12,AWP,HNL,AS,AMERICAN SAMOA,AMERICAN SAMOA,AS,PAGO PAGO,PAGO PAGO INTL,PU,PU,GOVT OF AMERICAN SAMOA,"DEPT OF PORT ADMIN, BOX 1539","PAGO PAGO, AS 96799",    684-633-4251,MATAGI R.M. MCMOORE,"DEPT OF PORT ADMIN, BOX 1539","PAGO PAGO, AS 96799",    684-733-4510,14-19-53.9760S,051593.9760S,170-42-41.4110W,614561.4110W,E,32,S,12E,1990,,GNC 20,3,SW,700,ZHN,ZHN,HONOLULU CONTROL FACILITY,,,,N,HNL,HONOLULU,,1-800-WX-BRIEF,,,,PPG,Y,1/1/56,O,I C S 05/1973,NGY,NO OBJECTION,N,Y,N,Y,F,F,6122007,,100  A1+,NONE,MINOR,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,Y,,,3,,1,,,,546,,13040,,130,327,6/12/07,NACO,00:00.0,AVN,00:00.0,,TIE,"CARGO,CHTR",Y-L
00640.5*A,AIRPORT,IFP,5/31/12,AWP,LAX,AZ,ARIZONA,MOHAVE,AZ,BULLHEAD CITY,LAUGHLIN/BULLHEAD INTL,PU,PU,MOHAVE COUNTY,BOX 390,"KINGMAN, AZ 86402",,DAVID C. GAINES,2550 LAUGHLIN VIEW DR,"BULLHEAD CITY, AZ 86429",    928-754-2134,35-09-21.5000N,126561.5000N,114-33-34.0000W,412414.0000W,E,701,S,12E,2005,,PHOENIX,1,N,650,ZLA,ZCL,LOS ANGELES,,,,N,PRC,PRESCOTT,,1-800-WX-BRIEF,,,,IFP,Y,,O,I B S 05/1973,NGY,NOT ANALYZED,N,N,N,Y,F,F,3152012,9202011,100LLA,,,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,,123.9,Y,CG,N,,23,3,1,12,,,,1458,,1746,7994,11238,625,12/31/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AFRT,AMB,CHTR",Y-L
00674.*A,AIRPORT,FLG,5/31/12,AWP,LAX,AZ,ARIZONA,COCONINO,AZ,FLAGSTAFF,FLAGSTAFF PULLIAM,PU,PU,CITY OF FLAGSTAFF,211 W ASPEN AVE,"FLAGSTAFF, AZ 86001",    928-779-7685,BARNEY HELMICK,"6200 S. PULLIAM DR, 204","FLAGSTAFF, AZ 86001",    928-556-1234,35-08-25.1000N,126505.1000N,111-40-09.3000W,402009.3000W,E,7014,S,14E,1975,,PHOENIX,4,S,795,ZAB,ZCA,ALBUQUERQUE,,,,N,PRC,PRESCOTT,,1-800-WX-BRIEF,,,,FLG,Y,11/1/48,O,I A S 05/1973,NGSY,NO OBJECTION,N,N,N,Y,F,F,5202011,,100LLA,MAJOR,MAJOR,NONE,LOW,SEE RMK,SS-SR,Y,122.95,134.55,N,CG,N,,115,15,,4,,1,,293,,8623,5276,17910,1105,4/30/11,NGS,00:00.0,NGS,00:00.0,,"HGR,TIE","AFRT,AMB,CHTR,INSTR,RNTL,SALES",Y-L
00682.*A,AIRPORT,FHU,5/31/12,AWP,LAX,AZ,ARIZONA,COCHISE,AZ,FORT HUACHUCA SIERRA VISTA,SIERRA VISTA MUNI-LIBBY AAF,MR,PU,US ARMY INTELLIGENCE CTR,FORT HUACHUCA,"FORT HUACHUCA, AZ 85613",    520-538-2860,MICHAEL HEMESATH,401 GIULIO CESARE AVE,"SIERRA VISTA, AZ 85635",    520-458-5775,31-35-18.5000N,113718.5000N,110-20-39.8000W,397239.8000W,E,4719,S,10E,2015,,PHOENIX,3,N,,ZAB,ZCA,ALBUQUERQUE,,,,N,PRC,PRESCOTT,,1-800-WX-BRIEF,,,,FHU,Y,11/1/72,O,IV A U 11/2005,NGSY,CONDITIONAL,N,N,Y,N,F,F,8192009,,100  A,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,Y,122.95,124.95,N,CG,N,,51,3,0,2,,,4,,,,14905,17601,100904,12/31/08,NGS,00:00.0,NGS,00:00.0,,TIE,,Y-L
00700.1*A,AIRPORT,GCN,5/31/12,AWP,LAX,AZ,ARIZONA,COCONINO,AZ,GRAND CANYON,GRAND CANYON NATIONAL PARK,PU,PU,STATE OF ARIZONA,255 EAST OSBORN RD SUITE 101,"PHOENIX, AZ 85012",    602-294-9144,MICHAEL J. HALPIN,PO BOX 3399,"GRAND CANYON, AZ 86023",    928-638-2446,35-57-08.5000N,129428.5000N,112-08-49.1000W,403729.1000W,E,6609,S,14E,1980,,LAS VEGAS,6,S,859,ZLA,ZCL,LOS ANGELES,,,,N,PRC,PRESCOTT,,1-800-WX-BRIEF,,,,GCN,Y,5/1/62,O,I B S 05/1973,NGSY,NO OBJECTION,N,N,N,Y,F,F,6212011,,100LLA,MINOR,MAJOR,LOW,LOW,SEE RMK,SS-SR,Y,122.95,119,Y,CG,N,,4,4,,30,,,,445,,94660,1010,3356,570,6/30/11,3RD PARTY SURVEY,00:00.0,3RD PARTY SURVEY,00:00.0,,TIE,"AFRT,AVNCS,CHTR",Y-L
00716.*A,AIRPORT,IGM,5/31/12,AWP,LAX,AZ,ARIZONA,MOHAVE,AZ,KINGMAN,KINGMAN,PU,PU,CITY OF KINGMAN,7000 FLIGHTLINE DR,"KINGMAN, AZ 86401",    928-757-2134,DAVID FRENCH,7000 FLIGHTLINE DR.,"KINGMAN, AZ 86401",    928-757-2134,35-15-34.1000N,126934.1000N,113-56-17.0000W,410177.0000W,E,3449,S,12E,2010,800,PHOENIX,8,NE,4200,ZLA,ZCL,LOS ANGELES,,,,N,PRC,PRESCOTT,,1-800-WX-BRIEF,,,,IGM,Y,9/1/43,O,III A U 05/1973,NGPY,NO OBJECTION,N,N,N,Y,F,F,5112011,,100LLA,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,95,43,42,2,1,,2,1667,,450,26000,16000,20,4/30/11,NGS,00:00.0,NGS,00:00.0,,TIE,"AFRT,AMB,INSTR,RNTL",Y-L
